date,ticker,sector,open,high,low,close,volume,period_return_pct,ma_short,ma_long,volatility_ann,dollar_volume,range_pct
2020-09-11,MSFT,Technology,196.7295,204.6748,191.7184,194.3764,167684903.0,-4.7701,197.6984,163.8999,30.6778,32593987779.4892,6.7581
2020-09-18,MSFT,Technology,194.5764,200.6832,186.9645,190.9086,167808757.0,-1.7841,198.1171,165.0452,30.2234,32036134866.6102,7.3376
2020-09-25,MSFT,Technology,187.8601,199.1494,187.0884,197.9871,164800307.0,3.7078,198.994,166.3577,30.9848,32628334862.0397,6.4467
2020-10-02,MSFT,Technology,200.9023,203.8651,195.815,196.4342,150611695.0,-0.7843,199.0256,167.6332,29.4613,29585287817.969,4.1111
2020-10-09,MSFT,Technology,197.4154,205.6466,195.129,205.599,121950760.0,4.6656,199.2204,169.0567,30.0851,25072954305.24,5.3901
2020-10-16,MSFT,Technology,208.438,214.5542,205.7895,209.2668,141654870.0,1.784,200.4862,170.5918,27.972,29643661349.316,4.2591
2020-10-23,MSFT,Technology,209.9861,211.7819,201.6834,205.9991,114335316.0,-1.5615,201.6161,172.004,28.1944,23552972194.2156,5.0071
2020-10-30,MSFT,Technology,203.7318,206.1039,190.175,192.8902,193420153.0,-6.3636,201.4664,173.11,31.2863,37308851996.2006,8.3759
2020-11-06,MSFT,Technology,194.624,213.7444,190.6513,213.1347,161978002.0,10.4953,202.3279,174.5646,37.1806,34523132862.8694,12.1127
2020-11-13,MSFT,Technology,213.8159,217.3266,199.7972,206.2659,158127280.0,-3.2228,202.9227,175.8145,37.7023,32616265723.752,8.7736
2020-11-20,MSFT,Technology,205.2466,207.988,200.5278,200.9672,125116110.0,-2.5689,202.7709,176.9602,37.9267,25144234301.592,3.7203
2020-11-27,MSFT,Technology,201.5021,206.5838,198.837,205.5904,95039045.0,2.3005,201.8102,178.1623,34.837,19539115277.168,3.896
2020-12-04,MSFT,Technology,204.511,207.5868,201.3923,204.7594,137074249.0,-0.4042,201.8599,179.3416,32.2896,28067240980.6906,3.0759
2020-12-11,MSFT,Technology,204.769,207.2334,199.7446,203.7087,137791151.0,-0.5131,202.5778,180.4502,30.5758,28069256241.7137,3.7492
2020-12-18,MSFT,Technology,203.5559,210.997,202.7344,208.8,186710444.0,2.4993,203.9541,181.6044,30.424,38985140707.2,4.0756
2020-12-24,MSFT,Technology,207.8065,215.5246,207.5487,212.7736,89075493.0,1.9031,205.0915,182.8068,29.8785,18952913317.3848,3.8429
2020-12-31,MSFT,Technology,214.3975,217.0052,209.8411,212.4584,76380383.0,-0.1481,206.3241,184.0093,29.7747,16227653963.5672,3.4141
2021-01-08,MSFT,Technology,212.5635,213.0124,202.4478,209.7838,147534431.0,-1.2589,206.646,185.111,28.6773,30950333566.0178,5.2185
2021-01-15,MSFT,Technology,208.6853,209.1056,202.5338,203.126,127375699.0,-3.1736,206.1736,185.9799,29.2193,25873316235.074,3.2448
2021-01-22,MSFT,Technology,204.1767,219.7658,203.1069,215.8303,129180335.0,6.2544,206.9299,187.1306,31.6679,27881030457.1505,8.202
2021-01-29,MSFT,Technology,218.8584,231.7729,214.1779,221.5712,243806631.0,2.6599,209.1361,188.2973,28.2136,54020527798.6272,8.2151
2021-02-05,MSFT,Technology,224.5323,234.1131,222.0201,231.3525,129501505.0,4.4145,210.5375,189.4038,21.2343,29960496935.5125,5.4468
2021-02-12,MSFT,Technology,232.26,234.9059,230.0248,234.0176,100112782.0,1.152,212.6722,190.5351,19.4875,23428152972.9632,2.122
2021-02-19,MSFT,Technology,234.5926,235.6457,229.9492,230.7055,90368267.0,-1.4153,214.9598,191.7167,18.69,20848456222.3685,2.4773
2021-02-26,MSFT,Technology,227.3067,227.795,218.1731,222.4814,169414358.0,-3.5648,216.2591,193.0423,20.6345,37691543547.9412,4.4102
2021-03-05,MSFT,Technology,225.8514,227.3546,214.7073,221.7346,168775377.0,-0.3357,217.5649,194.3616,20.6198,37423340708.9442,5.8905
2021-03-12,MSFT,Technology,221.5144,228.9821,217.455,225.7078,150656031.0,1.7919,219.2571,195.8073,20.5708,34004241313.7418,5.3009
2021-03-19,MSFT,Technology,224.9514,229.8294,219.58,220.5378,164979946.0,-2.2906,220.16,197.545,21.1092,36384314334.9588,4.6677
2021-03-26,MSFT,Technology,220.4612,230.782,220.3368,226.4067,146927214.0,2.6612,221.2087,199.1705,21.3863,33265305661.9338,4.7406
2021-04-01,MSFT,Technology,226.5121,232.4958,221.2559,232.0267,123980920.0,2.4823,222.714,200.8288,21.6758,28766883730.564,5.0801
2021-04-09,MSFT,Technology,232.4192,245.0856,232.3617,244.9516,130514397.0,5.5704,225.4192,202.5295,23.2206,31969710368.1852,5.4759
2021-04-16,MSFT,Technology,243.8602,249.8822,243.774,249.6333,124563138.0,1.9113,228.9967,204.0749,21.1618,31095107197.2954,2.5057
2021-04-23,MSFT,Technology,249.1068,250.6291,244.7506,250.0259,114067956.0,0.1573,231.6271,205.7017,18.7769,28519943360.0604,2.4018
2021-04-30,MSFT,Technology,250.5142,251.979,238.3935,241.438,169214799.0,-3.4348,233.1553,207.1629,20.5522,40854882640.962,5.6988
2021-05-07,MSFT,Technology,242.606,243.5155,234.267,241.706,127807942.0,0.111,233.9518,208.4451,18.9191,30891946429.052,3.9479
2021-05-14,MSFT,Technology,240.1837,241.0071,227.929,237.5796,153151228.0,-1.7072,234.2258,209.6756,19.2673,36385607487.7488,5.7378
2021-05-21,MSFT,Technology,236.5915,238.2996,228.9626,235.2672,114541724.0,-0.9733,234.5767,210.8461,19.1316,26947910688.6528,4.078
2021-05-28,MSFT,Technology,237.7766,242.7234,237.5127,239.5951,99588636.0,1.8396,235.8931,212.1045,17.5302,23860949201.2836,2.1939
2021-06-04,MSFT,Technology,241.0824,241.4855,233.1849,240.6602,93208820.0,0.4445,237.3489,213.3112,17.4191,22431653262.964,3.5597
2021-06-11,MSFT,Technology,239.8829,248.0461,239.7198,247.4734,107035149.0,2.831,239.0232,214.6391,17.8311,26488352242.5366,3.4734
2021-06-18,MSFT,Technology,247.483,251.7053,244.1436,248.9512,128993727.0,0.5972,241.2088,215.86,16.598,32113143129.1224,3.0972
2021-06-25,MSFT,Technology,249.3255,257.0312,247.5023,254.3155,117966870.0,2.1548,243.3557,217.1625,16.4029,30000803527.485,3.85
2021-07-02,MSFT,Technology,255.4334,266.7712,255.1695,266.4353,104384023.0,4.7657,246.0025,218.5165,17.9106,27811588483.2119,4.5467
2021-07-09,MSFT,Technology,266.8,269.3568,263.2206,266.7136,103360847.0,0.1045,247.6765,219.7405,15.1131,27567743602.4192,2.3312
2021-07-16,MSFT,Technology,267.8814,272.6248,265.4085,269.4101,116956560.0,1.011,249.1978,221.2136,14.9003,31509278525.256,2.7189
2021-07-23,MSFT,Technology,267.667,278.2769,263.3646,277.9698,129711825.0,3.1772,251.3473,222.8801,15.7069,36055970052.885,5.6622
2021-07-30,MSFT,Technology,277.3269,278.4304,271.5213,273.4021,129074080.0,-1.6432,253.8061,224.391,13.8986,35289124527.568,2.5446
2021-08-06,MSFT,Technology,274.7935,277.9314,272.2793,277.7683,80827209.0,1.597,256.5801,225.8493,13.8145,22451236437.6747,2.0758
2021-08-13,MSFT,Technology,278.0466,281.0694,273.6804,281.0214,80543547.0,1.1712,259.9218,227.4356,12.4156,22634460338.9058,2.6999
2021-08-20,MSFT,Technology,281.8895,294.052,277.5149,292.629,135072369.0,4.1305,264.3342,229.1604,12.5373,39526092268.101,5.959
2021-08-27,MSFT,Technology,291.557,293.8693,285.3893,288.1679,101283798.0,-1.5245,268.0706,230.5082,14.0913,29186739373.6842,2.9714
2021-09-03,MSFT,Technology,289.5091,293.427,288.6101,289.5331,92659391.0,0.4738,271.8301,232.1509,14.0824,26827960720.3421,1.669
2021-09-10,MSFT,Technology,289.4033,290.4946,283.9951,284.3124,71791265.0,-1.8031,274.6638,233.8805,15.124,20411146851.186,2.2886
2021-09-17,MSFT,Technology,286.0815,293.552,282.7453,288.3121,134785958.0,1.4068,277.6916,235.7536,15.0956,38860422601.4918,3.8221
2021-09-24,MSFT,Technology,284.9085,289.3024,278.361,287.8121,120872685.0,-0.1734,280.2682,237.481,15.1458,34788621302.4885,3.9306
2021-10-01,MSFT,Technology,284.7259,285.0431,270.4482,277.9572,155541590.0,-3.4241,281.1545,239.0488,15.1239,43233904839.948,5.3966
2021-10-08,MSFT,Technology,276.3227,285.2075,269.4483,283.4856,122462501.0,1.9889,282.4447,240.5466,15.4591,34716355573.4856,5.8487
2021-10-15,MSFT,Technology,281.63,292.7155,281.0819,292.4848,113344507.0,3.1745,284.2197,242.1469,16.3539,33151545460.9936,4.1389
2021-10-22,MSFT,Technology,291.8695,299.0996,291.0234,297.244,91315937.0,1.6272,285.7023,243.9017,15.5954,27143114377.628,2.7751
2021-10-29,MSFT,Technology,297.4363,319.2037,294.648,318.8383,159314433.0,7.2648,289.1974,246.3237,19.8037,50795542983.1839,8.3339
2021-11-05,MSFT,Technology,318.5835,325.732,313.7907,323.1072,120621826.0,1.3389,292.685,248.4386,19.7894,38973780457.7472,3.8055
2021-11-12,MSFT,Technology,324.2994,325.6647,317.2039,323.7418,106622220.0,0.1964,295.9712,250.6977,19.8921,34518069422.796,2.6673
2021-11-19,MSFT,Technology,325.1235,332.4054,321.7465,330.4886,101090157.0,2.084,298.8835,253.1885,18.9529,33409144460.7102,3.3128
2021-11-26,MSFT,Technology,331.943,336.8073,316.05,317.5526,107337225.0,-3.9142,301.1438,255.3417,20.8267,34085214875.535,6.5677
2021-12-03,MSFT,Technology,322.6192,326.7995,306.3312,311.128,177395495.0,-2.0232,302.805,257.3872,21.5751,55192705568.36,6.6818
2021-12-10,MSFT,Technology,312.0334,330.3827,307.4871,329.9396,146125332.0,6.0463,306.3148,259.8147,23.4254,48212533589.9472,7.446
2021-12-17,MSFT,Technology,328.148,331.1436,305.5798,311.8889,191737796.0,-5.4709,308.1284,261.7972,26.937,59800890282.8644,8.3656
2021-12-23,MSFT,Technology,308.2768,324.0158,305.8881,322.3783,97516470.0,3.3632,310.7873,263.905,27.3819,31437193820.601,5.9263
2021-12-31,MSFT,Technology,323.12,331.6349,323.0911,323.9484,84417803.0,0.487,314.3251,266.049,25.7478,27347012213.3652,2.6444
2022-01-07,MSFT,Technology,323.014,325.5665,298.6832,302.4879,174012812.0,-6.6247,315.7868,267.8318,30.0676,52636770074.9748,9.0006
2022-01-14,MSFT,Technology,298.1005,311.5133,292.5765,298.7892,193141391.0,-1.2228,316.2718,269.6715,29.7079,57708561703.7772,6.4724
2022-01-21,MSFT,Technology,292.8846,302.362,284.7358,285.1404,180568678.0,-4.568,315.3407,271.0044,31.0118,51487425072.3912,6.1904
2022-01-28,MSFT,Technology,281.4514,297.1518,265.8955,296.9206,352537899.0,4.1314,313.6547,272.4534,28.2376,104675764493.8194,11.7551
2022-02-04,MSFT,Technology,297.5852,303.5282,288.9259,294.6859,202857381.0,-0.7526,311.4685,273.6713,27.9639,59779209891.6279,5.054
2022-02-11,MSFT,Technology,294.9075,300.4556,283.3971,284.1869,176800964.0,-3.5628,308.4258,274.6361,28.4848,50244517876.1716,6.0193
2022-02-18,MSFT,Technology,283.5493,290.4023,276.344,277.9125,160446684.0,-2.2078,304.3815,275.544,27.8053,44590139067.15,5.0872
2022-02-25,MSFT,Technology,275.0845,287.2751,262.0735,286.9662,168916893.0,3.2578,302.0287,276.7841,28.5239,48473438900.0166,9.6162
2022-03-04,MSFT,Technology,284.0706,292.5837,277.1742,279.7754,157402366.0,-2.5058,299.6169,277.9002,28.6368,44037309908.5964,5.5595
2022-03-11,MSFT,Technology,278.4917,279.6113,260.6063,270.326,184358475.0,-3.3775,295.0313,278.7583,24.9195,49836889112.85,7.2926
2022-03-18,MSFT,Technology,270.5866,290.5278,266.2238,289.9776,175744631.0,7.2696,293.3458,280.0936,28.7752,50962006310.2656,9.1291
2022-03-25,MSFT,Technology,288.4912,294.8713,284.6401,293.1146,128192615.0,1.0818,291.0947,281.3765,27.7981,37575127068.679,3.5944
2022-04-01,MSFT,Technology,293.742,304.9577,293.742,298.6549,148667745.0,1.8901,289.1491,282.6578,28.1881,44400350516.2005,3.8182
2022-04-08,MSFT,Technology,299.3015,304.1469,285.972,286.638,143204193.0,-4.0237,287.9299,283.4595,26.1681,41047763473.134,6.3555
2022-04-14,MSFT,Technology,281.6382,282.4297,269.602,270.0943,115664768.0,-5.7716,285.7226,283.8529,28.3164,31240394547.6224,4.758
2022-04-22,MSFT,Technology,269.2063,283.0957,263.8687,264.4961,124741446.0,-2.0727,284.1345,284.1312,27.2606,32993625975.3606,7.2866
2022-04-29,MSFT,Technology,263.7819,280.8564,260.6063,267.8647,211924047.0,1.2736,281.8995,284.6394,25.7066,56766971272.4409,7.7704
2022-05-06,MSFT,Technology,268.0481,280.7599,261.8322,265.1718,175633827.0,-1.0053,279.6292,285.0907,25.7125,46573138046.4786,7.229
2022-05-13,MSFT,Technology,260.6643,264.2259,241.3215,252.0353,221997169.0,-4.954,277.156,285.3687,26.51,55951123088.0657,9.4912
2022-05-20,MSFT,Technology,251.5231,259.6265,238.4465,244.368,164627282.0,-3.0422,274.5756,285.5437,26.7457,40229639647.776,8.8825
2022-05-27,MSFT,Technology,247.2029,264.474,245.2098,264.3772,142680141.0,8.1881,272.838,286.0203,31.4825,37721376173.1852,7.8562
2022-06-03,MSFT,Technology,263.6902,268.6828,253.1147,261.2616,135187036.0,-1.1785,271.4139,286.4165,31.2347,35319181324.6176,6.1506
2022-06-10,MSFT,Technology,263.2354,265.2867,244.3389,244.784,120518929.0,-6.3069,269.4491,286.3647,32.9319,29501105516.336,8.5732
2022-06-17,MSFT,Technology,237.1596,247.0191,233.6764,239.6172,184152944.0,-2.1108,265.5752,286.1852,28.1314,44126212813.0368,5.7099
2022-06-24,MSFT,Technology,242.1377,259.2878,241.4169,259.0169,115674192.0,8.0961,262.9523,286.2756,33.7382,29961570621.8448,7.4025
2022-07-01,MSFT,Technology,259.5055,259.5975,244.697,251.1603,126633760.0,-3.0332,259.2989,285.9819,33.4426,31805373151.728,6.0894
2022-07-08,MSFT,Technology,247.8512,260.328,246.4773,258.9782,87314678.0,3.1127,257.1712,285.8331,33.8984,22612598142.0196,5.6195
2022-07-15,MSFT,Technology,257.0333,257.8848,237.9627,248.393,139761854.0,-4.0873,255.5019,285.429,32.9558,34715866200.622,8.372
2022-07-22,MSFT,Technology,251.3248,256.7238,245.084,251.915,113061843.0,1.4179,254.5341,284.9279,32.9953,28481974179.345,4.7493
2022-07-29,MSFT,Technology,252.5294,272.853,241.4749,271.6339,172010083.0,7.8276,254.824,284.8939,36.7248,46723769684.6137,12.9944
2022-08-05,MSFT,Technology,268.8086,274.5946,263.5451,273.7335,102685912.0,0.773,255.4826,284.8163,36.6388,28108574092.452,4.1927
2022-08-12,MSFT,Technology,274.8365,282.4416,268.6054,282.4416,109536514.0,3.1812,257.8216,284.8436,35.1047,30937668272.5824,5.1511
2022-08-19,MSFT,Technology,282.1604,285.2438,276.8856,277.4577,92198119.0,-1.7646,260.3669,284.5519,34.558,25581078042.0663,3.0186
2022-08-26,MSFT,Technology,273.5113,273.8798,259.8396,259.9463,104858212.0,-6.3114,260.0261,284.0091,33.8038,27257504234.0156,5.4034
2022-09-02,MSFT,Technology,257.7743,259.2772,246.74,248.2817,113799087.0,-4.4873,259.0276,283.2159,34.9205,28254230778.8079,5.0811
2022-09-09,MSFT,Technology,248.4174,257.1731,244.2868,256.4265,87823670.0,3.2805,259.9232,282.6796,32.9646,22520316315.255,5.2751
2022-09-16,MSFT,Technology,257.7065,259.3257,234.7096,237.3056,147336678.0,-7.4567,259.7454,281.6987,36.3288,34963818774.7968,10.4879
2022-09-23,MSFT,Technology,235.0996,240.1368,228.0553,230.6927,147215927.0,-2.7867,257.5666,280.6002,32.1543,33961639682.6329,5.2976
2022-09-30,MSFT,Technology,229.8443,234.9687,225.6604,225.8252,146921666.0,-2.1099,255.6178,279.5977,31.928,33178614608.7832,4.125
2022-10-07,MSFT,Technology,228.259,242.9681,226.087,227.1245,142125397.0,0.5754,253.1675,278.5138,30.9965,32280159730.9265,7.4667
2022-10-14,MSFT,Technology,225.9707,230.0334,212.4736,221.6171,154871905.0,-2.4248,251.1078,277.151,30.4334,34322262457.5755,8.2645
2022-10-21,MSFT,Technology,228.6566,236.5202,227.173,234.7652,122568305.0,5.9328,249.7886,275.9495,33.0782,28774772636.986,4.1146
2022-10-28,MSFT,Technology,236.3553,243.4142,218.9215,228.705,223443932.0,-2.5814,246.4864,274.2161,27.953,51102744468.06,11.1879
2022-11-04,MSFT,Technology,226.6591,228.579,206.9477,214.6649,170779529.0,-6.139,241.9426,272.1307,29.1824,36660370514.8321,10.4526
2022-11-11,MSFT,Technology,215.2467,240.4569,214.5582,239.6036,170431704.0,11.6175,238.6474,270.5127,38.7138,40836049832.5344,12.0707
2022-11-18,MSFT,Technology,235.2943,240.1707,231.0598,234.5505,137343796.0,-2.1089,235.3468,268.6677,38.7445,32214056023.698,3.9431
2022-11-25,MSFT,Technology,234.7547,241.8236,234.0546,240.6471,74769633.0,2.5993,233.8623,267.1888,37.6887,17993095349.5143,3.3193
2022-12-02,MSFT,Technology,239.2761,249.0385,231.6237,247.9689,137930867.0,3.0425,233.8382,265.9742,37.2152,34202565366.0363,7.5186
2022-12-09,MSFT,Technology,245.0421,246.8011,235.5082,238.6343,109602043.0,-3.7644,232.4696,264.2183,37.2822,26154806809.8749,4.7951
2022-12-16,MSFT,Technology,240.6033,256.6179,236.7771,237.9245,229942973.0,-0.2974,232.5172,262.7959,34.0451,54709066879.5385,8.3795
2022-12-23,MSFT,Technology,238.0898,238.8239,227.4037,232.1293,128396491.0,-2.4357,232.6277,261.0603,33.9223,29804587578.2863,5.022
2022-12-30,MSFT,Technology,232.1002,235.2311,227.6954,233.1892,75854917.0,0.4566,233.1942,259.315,33.569,17688547411.2964,3.3096
2023-01-06,MSFT,Technology,236.3591,238.9552,213.2852,218.7109,159562627.0,-6.2088,232.547,257.7039,36.0191,34898085757.5343,12.0356
2023-01-13,MSFT,Technology,220.1889,233.267,220.15,232.6155,131675747.0,6.3575,233.393,256.4313,37.8796,30629819726.2785,5.9582
2023-01-20,MSFT,Technology,231.3903,235.6784,224.3019,233.5781,123872791.0,0.4138,233.3017,255.4397,36.0103,28933971163.4771,5.072
2023-01-27,MSFT,Technology,234.4338,242.9224,224.5158,241.2986,198648466.0,3.3053,234.2704,254.3701,36.0544,47933596737.9476,8.1984
2023-02-03,MSFT,Technology,237.7495,257.3715,235.5033,251.2068,152686042.0,4.1062,237.0813,253.5339,33.5854,38355772015.4856,9.2857
2023-02-10,MSFT,Technology,250.322,269.1078,247.7355,255.8255,196239002.0,1.8386,238.3292,252.9885,25.2442,50202940806.151,8.6271
2023-02-17,MSFT,Technology,260.897,268.0424,249.5503,251.5584,170244679.0,-1.668,239.6375,252.4817,25.0568,42826479057.7536,7.4102
2023-02-24,MSFT,Technology,248.0686,250.3691,241.8493,242.9411,105098500.0,-3.4256,239.8139,251.6351,25.8539,25532745198.35,3.5228
2023-03-03,MSFT,Technology,246.0995,249.1799,239.4221,248.8582,126840033.0,2.4356,239.8823,251.0405,25.585,31565182300.3206,4.0756
2023-03-10,MSFT,Technology,249.9646,253.5665,241.3619,242.327,117910562.0,-2.6245,240.1664,250.5021,24.9349,28572912757.774,5.0565
2023-03-17,MSFT,Technology,241.167,276.1917,239.539,272.39,237347572.0,12.406,242.8176,250.1638,34.8629,64651105137.08,15.3013
2023-03-24,MSFT,Technology,270.0017,273.979,262.7288,273.5013,177709524.0,0.408,246.0,249.7867,34.0497,48603785836.3812,4.282
2023-03-31,MSFT,Technology,273.433,281.9821,265.1911,281.0365,131625277.0,2.7551,249.6806,249.4479,34.093,36991507159.6105,6.3316
2023-04-06,MSFT,Technology,279.3014,284.7213,274.9245,284.2534,102542745.0,1.1447,254.7223,249.402,29.739,29148123911.583,3.5635
2023-04-14,MSFT,Technology,281.9216,282.5962,274.5443,278.9309,122993610.0,-1.8724,258.2851,249.5719,29.1976,34306718331.549,2.9328
2023-04-21,MSFT,Technology,282.6254,284.4045,275.9293,278.5605,106024017.0,-0.1328,261.7452,249.8424,29.3043,29534103187.5285,3.0715
2023-04-28,MSFT,Technology,274.9829,301.1467,268.4322,299.5188,219796618.0,7.5238,266.2237,250.4511,31.595,65833219267.4184,12.1872
2023-05-05,MSFT,Technology,299.2361,304.1101,295.7561,302.8234,120776259.0,1.1033,270.1942,251.1752,31.1975,36573877389.6606,2.8247
2023-05-12,MSFT,Technology,302.3166,305.1143,298.3784,301.1858,124192361.0,-0.5408,273.6835,252.1204,31.4574,37404975601.6738,2.2575
2023-05-19,MSFT,Technology,301.9601,311.6755,300.4898,310.9917,122204598.0,3.2558,278.2553,253.4016,30.9496,38004615679.8366,3.7225
2023-05-26,MSFT,Technology,311.2458,325.7041,305.394,325.2059,158230100.0,4.5706,284.5833,254.5714,29.2684,51457362077.59,6.6505
2023-06-02,MSFT,Technology,327.4918,329.7094,317.2244,327.6579,127697548.0,0.754,290.6449,255.8483,29.4376,41841110412.8292,3.9357
2023-06-09,MSFT,Technology,327.4821,330.7449,315.0557,319.2467,128227063.0,-2.5671,296.5618,257.2802,29.3969,40936066713.4421,4.9798
2023-06-16,MSFT,Technology,320.9954,343.357,317.6543,334.428,158712883.0,4.7554,301.3339,259.1035,20.5587,53078032035.924,8.0914
2023-06-23,MSFT,Technology,331.4777,334.1837,324.4048,327.2867,98196871.0,-2.1354,305.4712,260.4164,21.804,32138529859.9157,3.0144
2023-06-30,MSFT,Technology,326.0167,334.8187,320.9075,332.6793,109964013.0,1.6477,309.4438,261.9841,21.6245,36582750870.0309,4.335
2023-07-07,MSFT,Technology,331.3604,335.0727,327.001,329.4359,80091428.0,-0.9749,312.9193,263.339,22.1201,26384991665.4652,2.4684
2023-07-14,MSFT,Technology,326.8764,343.3179,319.4518,337.2708,138404817.0,2.3783,317.407,265.0482,21.1894,46679903353.4436,7.4709
2023-07-21,MSFT,Technology,337.6987,358.3136,331.9856,335.8347,228153310.0,-0.4258,321.8127,266.6621,21.2957,76621798417.857,7.9304
2023-07-28,MSFT,Technology,337.8667,343.7673,321.4545,330.5594,194860778.0,-1.5708,324.2005,267.7952,17.5676,64413061859.2132,6.9412
2023-08-04,MSFT,Technology,329.1428,330.7254,318.426,320.2138,113690368.0,-3.1297,325.5382,268.6891,19.2027,36405224760.6784,3.8626
2023-08-11,MSFT,Technology,320.7902,323.467,311.8416,313.6001,106911584.0,-2.0654,326.4931,269.2883,19.7814,33527483433.5584,3.728
2023-08-18,MSFT,Technology,314.6376,318.2599,305.0052,309.8308,102513461.0,-1.2019,326.4038,269.9109,18.9303,31761827632.3988,4.3457
2023-08-25,MSFT,Technology,311.2504,325.9842,310.3791,316.1943,106273900.0,2.0539,325.7106,270.9925,16.854,33603201418.77,5.0278
2023-09-01,MSFT,Technology,318.8179,325.0149,314.9627,321.7549,90668160.0,1.7586,325.2566,272.4055,17.214,29172924753.984,3.1916
2023-09-08,MSFT,Technology,322.0878,329.0974,321.755,327.2471,74018792.0,1.707,325.872,273.7674,16.6887,24222435027.5032,2.282
2023-09-15,MSFT,Technology,330.1547,333.6987,322.7242,323.2822,108640058.0,-1.2116,325.0146,275.4208,13.6433,35121396958.3676,3.4006
2023-09-22,MSFT,Technology,320.913,323.4584,308.3819,310.3497,111793469.0,-4.0004,323.7118,276.9527,15.1864,34695069566.1093,4.8889
2023-09-29,MSFT,Technology,309.9386,312.758,302.9486,309.1162,107374481.0,-0.3975,321.8992,278.5544,14.5357,33191191543.6922,3.238
2023-10-06,MSFT,Technology,309.635,322.2738,304.6764,320.3843,104962901.0,3.6453,321.2029,280.3479,16.7165,33628465562.8543,5.7757
2023-10-13,MSFT,Technology,317.9271,326.8163,316.3901,320.8445,100910313.0,0.1436,319.9394,282.2561,15.8016,32376518919.3285,3.2954
2023-10-20,MSFT,Technology,324.0947,329.8022,318.6123,319.8067,113729959.0,-0.3235,318.7065,283.8915,15.8012,36371602878.9253,3.5121
2023-10-27,MSFT,Technology,318.632,338.9265,317.5747,322.8808,178267212.0,0.9612,318.1158,285.7026,15.7672,57559060024.3296,6.7234
2023-11-03,MSFT,Technology,326.4052,346.9444,324.8584,345.3878,119237928.0,6.9707,320.0523,288.2165,19.9144,41183325628.4784,6.7987
2023-11-10,MSFT,Technology,346.0241,362.3243,345.9262,361.9033,129342555.0,4.7817,323.7679,290.5684,20.6119,46809497484.9315,4.7403
2023-11-17,MSFT,Technology,361.2151,369.1904,358.9392,362.8141,142038149.0,0.2517,327.8435,293.035,20.0931,51533443195.1009,2.856
2023-11-24,MSFT,Technology,364.158,372.5649,363.9422,370.2499,114489942.0,2.0495,332.0017,295.5274,20.0924,42389889576.5058,2.3692
2023-12-01,MSFT,Technology,369.6123,376.9893,364.2464,367.3855,135190626.0,-0.7736,335.5117,297.8239,20.4533,49667075728.323,3.4984
2023-12-08,MSFT,Technology,362.0784,367.3364,355.9963,367.1108,119519918.0,-0.0748,338.5781,300.2946,20.5201,43877052712.9144,3.1855
2023-12-15,MSFT,Technology,361.4702,370.4521,357.203,363.6774,205282326.0,-0.9352,341.6855,302.7129,20.4025,74656542585.6324,3.7091
2023-12-22,MSFT,Technology,362.4218,368.8766,361.6664,367.4542,103468302.0,1.0385,346.0781,305.3153,17.3727,38019862136.7684,1.9936
2023-12-29,MSFT,Technology,367.8662,369.9851,365.7194,368.8864,60603657.0,0.3898,350.6758,307.9249,17.1021,22355864857.5648,1.1664
2024-01-05,MSFT,Technology,366.7479,368.7491,359.5279,360.7541,89318051.0,-2.2046,353.7812,310.6565,17.7549,32221853102.2591,2.5648
2024-01-12,MSFT,Technology,362.2746,383.2479,361.9901,381.0799,118990164.0,5.6343,358.4147,313.5115,19.9431,45344759798.1036,5.8725
2024-01-19,MSFT,Technology,386.1712,391.0859,377.4896,391.0859,102159580.0,2.6257,363.8977,316.5405,19.7312,39953171287.922,3.6018
2024-01-26,MSFT,Technology,392.4102,399.2672,386.1025,396.2458,109649099.0,1.3194,369.5412,319.5203,19.6945,43447994952.5342,3.4096
2024-02-02,MSFT,Technology,398.3353,407.4191,389.6536,403.3971,164773339.0,1.8048,374.0034,322.447,15.9721,66469087109.9169,4.5593
2024-02-09,MSFT,Technology,402.1022,412.8145,395.2452,412.5496,109333537.0,2.2689,377.8993,325.461,14.2434,45105506955.9352,4.4452
2024-02-16,MSFT,Technology,413.3101,413.492,396.4408,397.0993,113551067.0,-3.7451,380.5366,328.2598,17.1389,45091049219.9531,4.301
2024-02-23,MSFT,Technology,396.2934,408.696,390.3771,403.2711,86244735.0,1.5542,383.0767,331.3431,17.0009,34780009152.6585,4.6926
2024-03-01,MSFT,Technology,404.3669,408.7058,396.8929,408.3422,93983165.0,1.2575,386.2272,334.4101,16.729,38377292359.063,2.9764
2024-03-08,MSFT,Technology,406.3177,410.1604,391.527,399.2221,103579947.0,-2.2334,388.6973,337.4273,17.766,41351403959.2287,4.7592
2024-03-15,MSFT,Technology,396.8045,420.45,394.3476,409.2464,133587381.0,2.511,392.2026,340.0592,17.7495,54670154759.6784,6.6191
2024-03-22,MSFT,Technology,407.1138,423.3984,406.6519,421.3542,96748672.0,2.9586,396.3488,342.9025,18.2052,40765459291.6224,4.1181
2024-03-28,MSFT,Technology,417.9144,420.0471,411.7918,413.4723,73362236.0,-1.8706,399.7785,345.4493,19.1191,30333252452.0628,2.0047
2024-04-05,MSFT,Technology,416.6466,421.2853,410.3766,418.1896,85744235.0,1.1409,404.1966,348.025,17.8855,35857347336.956,2.6582
2024-04-12,MSFT,Technology,417.8457,421.9733,412.4699,414.632,80153656.0,-0.8507,406.7775,350.6347,15.4038,33234270694.592,2.304
